source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
completed,116,expenditure,1040,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232497.0,233049.0,78.3,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,134,expenditure,1081,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Purchase of mobile water tankers,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,241056.0,240643.0,83.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,320,expenditure,515,CC Road construction from Samund Singh ghar towards Gothan at Sajapani Gram Panchayat. Vikas Khand - Kartala,Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,498606.0,180000.0,70.33,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,288,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,49000.0,77.26,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,109,expenditure,848,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232415.0,232626.0,78.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,18,expenditure,775,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,Construction of buildings for community cultural activities,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,498091.0,398213.0,80.07,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,667,expenditure,217,Construction of community hall in village Bijalgaon at Yadav Mohalla,Construction of community centers and community halls,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,250000.0,150000.0,79.99,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,538,expenditure,1454,"Construction work of a culvert in ward no. 09, Dadratola","Construction of roads, link roads, pathways or any other road with or without drainage system",Himadri Singh,Himadri Singh,SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Madhya Pradesh,999000.0,500000.0,72.9,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,992,expenditure,515,"Construction of shed at Chauratola Bachaha Para in Gram Panchayat - Basantpur, Vikas Khand - Pendra",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,299836.0,180000.0,74.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1023,expenditure,194,CONSTRUCTION OF SHED/ROOFING INTERLOCKING TILES,Construction of rooms and halls in school and colleges,Gurjeet Singh Aujla,Gurjeet Singh Aujla,AMRITSAR,AMRITSAR,Punjab,Punjab,700000.0,495474.0,78.74,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1495,expenditure,889,Construction of boundary wall with fencing at Langbungdingpi Graveyard,Construction of boundary walls of existing public and community buildings,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,999347.0,77000.0,74.91,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1047,expenditure,889,"Construction of ringwell near the house of Smt Sika Tokbipi, Cheksolangso",Construction of boundary walls of existing public and community buildings,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,299503.0,77000.0,73.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,295,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,40000.0,77.21,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,366,expenditure,790,"Balance work of Construction of U drain at Annaitherasa Nagar, Murungapakkam, Puducherry",Construction of rooms and halls in school and colleges,Vaithilingam Ve,Vaithilingam Ve,Puducherry,Puducherry,Puducherry,Puducherry,1716890.0,102421.0,73.18,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,134,expenditure,1216,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Purchase of mobile water tankers,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,241056.0,240886.0,83.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1065,expenditure,515,"Manch construction at Bundelipara of Gram Panchayat - Amjhar, Vikas Khand - Poundi-Uproda",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,249950.0,180000.0,73.35,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1155,expenditure,515,"Manch shed construction at Chhindpara in Gram Panchayat - Budbud , VIkas khand - Pali",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,300000.0,180000.0,72.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,79,expenditure,1341,Construction of community building in the Muslim locality.,Construction of bus-sheds or bus-stops,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,598982.0,600000.0,78.72,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1051,expenditure,889,Construction of community fishery at Longnit,Construction of boundary walls of existing public and community buildings,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,499329.0,77000.0,76.24,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,991,expenditure,515,"Construction of shed in Gram Panchayat - Jilda, Vikas Khand - Pendra",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,300000.0,180000.0,74.21,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,293,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,40161.0,77.21,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,219,expenditure,278,Construction of CC road from Pappu Singh House to Manoj House In Nagla Taj Etmadpur,"Construction of roads, link roads, pathways or any other road with or without drainage system",Sp Singh Baghel,Sp Singh Baghel,AGRA(SC),AGRA(SC),Uttar Pradesh,Uttar Pradesh,513114.0,665840.0,76.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1420,recommended,1380,CC interlocking kharanja May nali Nirman karya Kamaal ke kamre se akwali ke Ghar ki or kawan ka bas work agency GP Garhi Mewat,CC sadak Nirman karya AmarSingh ke Makan se tikri road ki or gram Katehada; work agency GP Kheda Kalyanpur,Sanjna Jatav,Sanjna Jatav,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,Rajasthan,498994.0,785757.0,78.4,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,572,recommended,254,Installation of Low Mast light at Allahabad Bank under Nikarighata G.P.,"Installation of Solar High Mast Light Near Hajir Hat More, Plot No - 1223, Khatiyan No - 120, JL NO - 153/26, Mouza - Gopalgunj",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,345679.0,227469.0,76.8,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1129,recommended,1116,Construction of CC Road with Brick Soling from Daluipur Khalpar to H/O Dipak Mondal via Pachanantala at Daluipur. (150 mtr),Construction of drain with cover slap from H/O Hanif Sk to H/O Akbar Sk at Ramrampur within Ward No.1 (60 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,300000.0,154554.0,76.77,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,666,recommended,1180,GRAM PANCHAYAT LAWSARA ME C.C. ROAD NIRMARAN(PATHARRI TALAB SE NARAYANA BARETH GHAR KI ORE),GRAM BANDORA ME C.C. ROAD NIRMARAN ( MUKHY MARG SE BASTI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,799562.0,999710.0,83.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,667,recommended,797,Construction of community hall in village Bijalgaon at Yadav Mohalla,Construction of building for Post office (Passport office purpose),Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,250000.0,500000.0,73.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1044,recommended,1482,Construction of CC Road with Drain from Holding No. T-119 to T-121 Marry Road. (50 mtr),Construction of CC Road from H/O Ranajit Naskar to H/O Punna Ch. Mondal. (70 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249974.0,207056.0,81.0,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,606,recommended,851,madhepur prakhand ke ward 14 panchayat madhepur purvi sthith vishnu mahto ghar se sanath jha pokhra ghat tk pcc sadak ka nirman karya.,Pandaul Prakhand ke Dahibhat Madhopur west Panchayat ke Salempur Gaw ke ward no 8 me Rajkishor Mishra ke Ghar ke bagal me Sarak Kinare Submersible Pum,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1192920.0,200000.0,74.05,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,613,recommended,454,Construction of CC Road from CSI Church to Thomas House at Ellapalli HW in GD Nellore Mandal.,Construction of Under Ground Drainage at Thalaripalli HW(Reach 1) H/O Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498526.0,440871.0,81.14,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,947,recommended,1152,Construction of drainage system at Ambakey jhora under Chamlathang GPU,"Construction of RCC footpath at Christain burial ground,Chandmari",Indra Hang Subba,Indra Hang Subba,SIKKIM,SIKKIM,Sikkim,Sikkim,1499545.0,1000000.0,76.31,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1427,recommended,672,"Construction of CC Road and Protection wall From GMR Puram to VPR Puram, GMR Puram GP of SR Puram Mandal of GD Nelloore Constituency.",Construction of CC Road and Kalvert from CP Road to LLa Convent School via Babu Reddy House in Shiva Nagar in Shiva nagar in SR Puram GP and Mandal of,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,499674.0,400000.0,81.57,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,258,recommended,814,Construction of library building near (Maktab) Madrasa in Khairantoli under Simdega block.,Construction of PCC road from Akhara to Sarana in Mahuwatoli under Kachchabari Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,750000.0,400000.0,73.56,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,367,recommended,1195,"Construction of Boundary Wall for TANAYENDAR Vidyalaya at GOALPARA Village, Executing Agency will be EO SRINIKETAN SANTINIKETAN DEVELOPMENT AUTHORITY,",Construction of pond fancining at 5 no ward under Gushkora Municipality.Excuting Agency will be EO GUSHKORA MUNICIPALITY.,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,3720542.0,500000.0,71.16,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,566,recommended,1006,Installation of Street Light from Pradip Bhandari's house to Anej Laskar's house under Matla-II,Construction of Concrete drain with Guard wall of Parbatipur Junior School Under Jharkhali GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,349952.0,1100000.0,71.76,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,942,recommended,917,Construction of PCC road in Hesahatu under Bhandra Panchayat.,Construction of PCC road in Sarengadih Tangra Toli.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,800000.0,1000000.0,81.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,613,recommended,667,Construction of CC Road from CSI Church to Thomas House at Ellapalli HW in GD Nellore Mandal.,Construction of CC Road from Piligundlapalli Main Road to Subramanyam House connecting Road DBR Bailu Village in Mangunta GP of SR Puram Mandal in GD ,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,498526.0,300000.0,78.33,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1435,recommended,1062,"installation 4 NO of high mast light at ROAD SIDE OF S N COLLEGE , Dwarka GP OFFICE , Sawgram melatola and KURUNAHAR MARKET .Excuting Agency will be E","Instalation 2(TWO)NO of high mast light at BONNABOGRAM BUS STAND AND Nowda Bagdi para tey matha. Excuting Agency WILL BE ,M.D. WEST BENGAL AGRO INDUST",Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,1754225.0,559912.0,76.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1216,recommended,1499,Construction of CC Road from H/O Rafik Sekh to H/O Khalek Sekh. (45 mtr),Construction of C.C road from H/O Altaf Sepai to H/O Sabina Bibi at Gandhabaduli. (121 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,149859.0,203187.0,83.05,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1216,recommended,1103,Construction of CC Road from H/O Rafik Sekh to H/O Khalek Sekh. (45 mtr),Construction of CC Road at Lokhipur from H/O Mostakin Laskar to H/O Asmaul Laskar via H/O Ansar Laskar & Faruq Gazi. (161.57 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,149859.0,299997.0,76.99,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,577,recommended,1008,Construction of CC Drain with slab from Nazrul Mondal pond to Nouka Ghata under Daria Gram Panchayat. Lenth: 150M,Construction of Concrete road from Ambika kayal house to Khagendra Nath House Under Nafarganj GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,449935.0,599818.0,78.07,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1128,recommended,1113,Construction of CC Road with Brick Soling from H/O Ashis Sardar to H/O Kachari Sardar. (120 mtr),Construction of CC Road from Nainan Black top road(College More) towards Sishuram Das College. (50 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,223844.0,80.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,172,recommended,912,Construction of PCC Road in Naneshera Devantoli in Kesalpur Panchayat of Pakar tanr block.,Paver block road construction from Subhash Heranj's house to Manoj Dhanwar's house in Pahan Toli of ward no. 08.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,350000.0,76.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1495,recommended,1139,Construction of boundary wall with fencing at Langbungdingpi Graveyard,"Construction of ringwell near the house of Sri Elison Terang, Mohendijua",Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,999347.0,400000.0,73.49,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,184,recommended,919,Construction of PCC Road from Gutuhatu main road towards the house of Pritnath Munda (Durga Temple) in village Gutuhatu of Panchayat Kanchi under Bund,Construction of paver block road from Govind Munda's house to Soma Purti's house in Simbukel under Tirla Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,832000.0,700000.0,82.54,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1434,recommended,1194,"Installation of 3 no of high mast street light at SASTINAGAR BUS STOP,THIBA GP OFFICE,CM-II GP OFFICE Excuting Agency will be E O LABHPUR PANCHYET SAM","CONSTRUCTION OF CYCLE STAND AT RAKHAL CHANDRA SCHOOL ,DIGNAGAR .Excuting Agency will be EO AUSHGRAM -I PANCHAYAT SAMITY.",Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,1315668.0,339202.0,71.1,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,520,recommended,851,Uchh Madhymik vidyalay Narkatiya block Bassopatti men 2 set lab upkaran ka kray evam adhisthapan karya,Pandaul Prakhand ke Dahibhat Madhopur west Panchayat ke Salempur Gaw ke ward no 8 me Rajkishor Mishra ke Ghar ke bagal me Sarak Kinare Submersible Pum,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1096000.0,200000.0,71.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,523,recommended,122,Utkarmit uchhy Madhyamik Vidyalay fentPatauna block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1096000.0,994000.0,79.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
