work_id,completion_date,disbursed_amount,has_evidence,raw_evidence_status
WS/MP190/2023-2024/2089-Street lights,03-Mar-24,243000.0,True,Images
"WS/MP001/2023-2024/1215-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Sep-23,1484933.0,False,nan
"WS/MP001/2023-2024/1217-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Sep-23,1484550.0,False,nan
WS/MP140/2023-2024/7438-Construction of public irrigation facilities,20-Sep-23,6322296.0,True,Images
"WS/MP015/2023-2024/11905-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",05-Oct-23,2495894.0,True,Images
WS/MP203/2023-2024/14681-Lighting of public spaces,07-Jan-24,8784000.0,True,Images
WS/MP078/2023-2024/13581-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,15-Oct-25,100000.0,False,nan
"WS/MP015/2023-2024/11904-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",10-Oct-23,2454483.0,True,Images
WS/MP198/2023-2024/7869-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7868-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7871-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7870-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/12656-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/12661-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/12660-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/12659-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/12658-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/12657-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7885-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7901-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3553-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3552-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3555-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3554-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3557-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3556-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3560-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3559-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3558-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3561-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3565-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3564-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3563-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3562-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP007/2023-2024/3146-Installing tube-wells and borewells,05-Apr-25,460800.0,True,Images
WS/MP007/2023-2024/3129-Installing tube-wells and borewells,05-Apr-25,460800.0,False,nan
WS/MP198/2023-2024/3574-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3573-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3572-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7872-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7919-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7918-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7917-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7916-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7915-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7914-Lighting of public spaces,28-Feb-24,283000.0,False,nan
WS/MP007/2023-2024/3135-Installing tube-wells and borewells,05-Apr-25,460800.0,False,nan
WS/MP007/2023-2024/3134-Installing tube-wells and borewells,05-Apr-25,460800.0,False,nan
WS/MP007/2023-2024/3133-Installing tube-wells and borewells,05-Apr-25,460800.0,False,nan
