sr_no,state,work_description,work_id,ida_agency,mp_name,electednominated,expenditure_amount,vendor_name,work_status,expenditure_amount
92,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18295/2026-2027/283139,JALORE(DISTRICT COLLECTOR JALORE_IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,230737.0,Jai Shiv Shakti Construction Company,Payment In-Progress,230737.0
93,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18295/2026-2027/283139,JALORE(DISTRICT COLLECTOR JALORE_IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,193661.0,Jai Shiv Shakti Construction Company,Payment In-Progress,193661.0
94,Uttar Pradesh,Installing community drinking water plants,WS/MP192/2023-2024/13385,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,190328.0,R G Suppliers,Payment In-Progress,190328.0
95,Rajasthan,Construction of public libraries and reading rooms,WS/MP147/2025-2026/234782,BIKANER(DISTRICT COLLECTOR BIKANER_IDA),Pramod Tiwari (2022-28) (2022-2028),Elected MP,437941.0,Guru Kripa Construction Company,Payment In-Progress,437941.0
96,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2026-2027/282492,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,198148.0,Ee Hppwd Palampur,Payment In-Progress,198148.0
97,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/159135,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,995918.0,Pravej And Company,Payment In-Progress,995918.0
98,Uttarakhand,Construction of buildings for community cultural activities,WS/MP204/2025-2026/159140,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,996516.0,Pravej And Company,Payment In-Progress,996516.0
99,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18427/2026-2027/295143,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Ryaga Krishnaiah (2024-28) (2024-2028),Elected MP,1894961.0,Sri Nelco Enterprises,Payment In-Progress,1894961.0
100,Jammu and Kashmir,Installing hand pumps,WS/MP839/2025-2026/252209,SAMBA(Deputy Commissioner Samba_IDA),Gulam Ali (2022-28) (2022-2028),Nominated MP,225655.0,Expert Drillers,Payment In-Progress,225655.0
101,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190777,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
102,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190776,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
103,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190778,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
104,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190775,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
105,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190773,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
106,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190774,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
107,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190759,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
108,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190760,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
109,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190761,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
110,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190758,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
111,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190762,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
112,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190751,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
113,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190753,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
114,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190754,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
115,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190757,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
116,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190756,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
117,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190755,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
118,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190750,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
119,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190752,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
120,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190771,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
121,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190772,SURGUJA(Collector Surguja_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,249668.0,Starcare Enterprises Llp,Payment In-Progress,249668.0
122,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138913,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,3000.0,Laxmi,Payment In-Progress,3000.0
123,West Bengal,Development of public parks,WS/MP18383/2024-2025/166507,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Samik Bhattacharya (2024-30) (2024-2030),Elected MP,561235.0,Roy Construction,Payment In-Progress,561235.0
124,Kerala,Purchase of furniture and fixtures for educational purposes,WS/MP096/2026-2027/145613,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,48212.0,Manager,Payment In-Progress,48212.0
125,Uttar Pradesh,Lighting of public spaces,WS/MP201/2023-2024/35268,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Sangeeta Yadav (2022-28) (2022-2028),Elected MP,579040.0,Diksha Enterprises,Payment In-Progress,579040.0
126,Assam,Construction of rooms and halls in school and colleges,WS/MP071/2025-2026/223154,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Pabitra Margherita (2022-28) (2022-2028),Elected MP,500000.0,Gunin Enterprise,Payment In-Progress,500000.0
127,Rajasthan,Construction of public libraries and reading rooms,WS/MP18295/2024-2025/165483,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,49996.0,Hukam Singh Construction Company,Payment In-Progress,49996.0
128,Odisha,Construction of community centers and community halls,WS/MP18283/2025-2026/229790,PURI(DISTRICT COLLECTOR PURI_IDA),Subhasish Khuntia (2024-30) (2024-2030),Elected MP,203972.0,Tapabanta Sahoo,Payment In-Progress,203972.0
129,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18295/2025-2026/192621,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,250000.0,Rathore Construction Company,Payment In-Progress,250000.0
130,Uttar Pradesh,Lighting of public spaces,WS/MP18302/2024-2025/159476,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),Sanjay Seth (2024-30) (2024-2030),Elected MP,955311.0,Proton Solar Pvt Ltd,Payment In-Progress,955311.0
131,Karnataka,Construction of community centers and community halls,WS/MP086/2026-2027/209969,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,497263.0,G B Bairava,Payment In-Progress,497263.0
132,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18303/2024-2025/149499,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Amar Pal Maurya (2024-30) (2024-2030),Elected MP,47797.0,Shankar Building Construction,Payment In-Progress,47797.0
133,Madhya Pradesh,Installing tube-wells and borewells,WS/MP106/2025-2026/180812,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,30000.0,Gram Panchayat Kuda,Payment In-Progress,30000.0
134,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/228179,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,497154.0,Executive Engineer,Payment In-Progress,497154.0
135,Telangana,Construction of additional rooms and halls in the existing public and community building,WS/MP846/2026-2027/198252,SIDDIPET(District Collector Siddipet_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,476344.0,Chilla Shivakumar,Payment In-Progress,476344.0
136,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP888/2026-2027/251789,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),Nagendra Ray (2023-29) (2023-2029),Elected MP,9710913.0,Abul Hossain Miah,Payment In-Progress,9710913.0
137,Tamil Nadu,Purchase of sports equipment,WS/MP162/2026-2027/283156,KALLAKURICHI(District Collector Kallakurichi_IDA),S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,467000.0,Sherin Enterprises,Payment In-Progress,467000.0
138,Tamil Nadu,Setting up of laboratories,WS/MP18435/2026-2027/281946,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Rajathi (2025-31) (2025-2031),Elected MP,625000.0,Sherin Enterprises,Payment In-Progress,625000.0
139,Kerala,Lighting of public spaces,WS/MP102/2025-2026/258773,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,243943.0,Multiline Ventures,Payment In-Progress,243943.0
140,Odisha,Construction of public toilets and bathrooms,WS/MP138/2026-2027/213992,Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA),Sulata Deo (2022-28) (2022-2028),Elected MP,250000.0,Harinarayan Jena,Payment In-Progress,250000.0
141,Jharkhand,Construction of rainwater harvesting structures,WS/MP18349/2025-2026/174325,CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,485042.0,District Engineer,Payment In-Progress,485042.0
142,Jharkhand,Construction of rainwater harvesting structures,WS/MP18349/2025-2026/174324,CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,275025.0,District Engineer,Payment In-Progress,275025.0
143,Rajasthan,Installing hand pumps,WS/MP148/2024-2025/156295,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Randeep Singh Surjewala (2022-28) (2022-2028),Elected MP,3000.0,Vimlesh,Payment In-Progress,3000.0
144,Jharkhand,Construction of public irrigation facilities,WS/MP18385/2026-2027/247024,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,250000.0,Executive Engineer,Payment In-Progress,250000.0
145,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/197455,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,250000.0,Executive Engineer,Payment In-Progress,250000.0
146,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/197454,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,250000.0,Executive Engineer,Payment In-Progress,250000.0
147,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/197450,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,399149.0,Executive Engineer,Payment In-Progress,399149.0
148,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261478,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
149,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2026-2027/259424,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,497564.0,Executive Engineer,Payment In-Progress,497564.0
150,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261461,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
151,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/259422,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,991170.0,Executive Engineer,Payment In-Progress,991170.0
152,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261466,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
153,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2026-2027/269082,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,275000.0,Executive Engineer,Payment In-Progress,275000.0
154,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/213349,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,247846.0,Executive Engineer,Payment In-Progress,247846.0
155,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/259434,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,250000.0,Executive Engineer,Payment In-Progress,250000.0
156,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/259433,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,250000.0,Executive Engineer,Payment In-Progress,250000.0
157,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/213350,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,496379.0,Executive Engineer,Payment In-Progress,496379.0
158,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2026-2027/259425,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,498400.0,Executive Engineer,Payment In-Progress,498400.0
159,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261469,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
160,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261463,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
161,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261473,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
162,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261464,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
163,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261468,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
164,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261465,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
165,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2026-2027/269083,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,224190.0,Executive Engineer,Payment In-Progress,224190.0
166,Jharkhand,Lighting of public spaces,WS/MP18385/2026-2027/261470,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,300000.0,Executive Engineer,Payment In-Progress,300000.0
167,Jharkhand,Construction of public toilets and bathrooms,WS/MP18385/2025-2026/235143,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,199900.0,Executive Engineer,Payment In-Progress,199900.0
168,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/197458,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,499852.0,Executive Engineer,Payment In-Progress,499852.0
169,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/259427,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,500000.0,Executive Engineer,Payment In-Progress,500000.0
170,Jharkhand,Construction of public toilets and bathrooms,WS/MP18385/2026-2027/261505,GIRIDIH(Deputy Commissioner Giridh_IDA),Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,400000.0,Executive Engineer,Payment In-Progress,400000.0
171,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2024-2025/52971,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Bdo Dehra Mp Rajya Sabha,Payment In-Progress,50000.0
172,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP041/2024-2025/128358,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,567520.0,Assistant Engineer Bisfi Vidhan Sabha,Payment In-Progress,567520.0
173,Puducherry,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP139/2026-2027/103181,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,2903083.0,Kanthakumar,Payment In-Progress,2903083.0
174,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18285/2024-2025/165002,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,97063.0,Bharat Enterprises,Payment In-Progress,97063.0
175,Rajasthan,Purchase of mobile sanitation equipment,WS/MP18298/2025-2026/194481,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Madan Rathore (2024-30) (2024-2030),Elected MP,900.0,Parashram,Payment In-Progress,900.0
176,Assam,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP831/2025-2026/147359,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,125000.0,Sunilal Basumatary,Payment In-Progress,125000.0
177,Puducherry,Construction of public libraries and reading rooms,WS/MP139/2025-2026/158705,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),S. Selvaganabathy (2021-27) (2021-2027),Elected MP,1896830.0,S P Elumalai And Sons,Payment In-Progress,1896830.0
178,Rajasthan,Construction of bus-sheds or bus-stops,WS/MP18298/2025-2026/183139,PALI(DISTRICT COLLECTOR PALI_IDA),Madan Rathore (2024-30) (2024-2030),Elected MP,160635.0,Vr Construction Bhakriwala,Payment In-Progress,160635.0
179,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18373/2026-2027/283039,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,348991.0,Gummudu Ramakrishna,Payment In-Progress,348991.0
180,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18373/2026-2027/283040,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,241800.0,Gummudu Ramakrishna,Payment In-Progress,241800.0
181,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18373/2026-2027/283038,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,408100.0,Gummudu Ramakrishna,Payment In-Progress,408100.0
182,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP032/2025-2026/200857,Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),S Niranjan Reddy (2022-28) (2022-2028),Elected MP,10000.0,Cheepurapalli Govinda,Payment In-Progress,10000.0
