sr_no,work_category,work_description,state,ida_agency,mp_name,electednominated,work_description,recommended_date,recommended_amount,sanction_date
3889,Normal/Others,B/w Community Hall Near Sai baba Temple at Dharmapuri (v) in Jagtial Dist,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,B/w Community Hall Near Sai baba Temple at Dharmapuri (v) in Jagtial Dist,2024-07-09,500000.0,2024-09-24
3890,Normal/Others,C/o Mudiraj Community hall at Shakapur (v) in Jagitial dist,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,C/o Mudiraj Community hall at Shakapur (v) in Jagitial dist,2024-07-09,500000.0,2024-09-25
3891,Normal/Others,F/o Road & Culvert Narsaiapally (v) Dharmapuri (m) inJagitial Dist,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,F/o Road & Culvert Narsaiapally (v) Dharmapuri (m) inJagitial Dist,2024-07-09,300000.0,2024-09-24
3892,Normal/Others,C/o Rajaka Sangam Community Hall at Keesulathapally (v) Pegadapally (m) in Jagitial dist,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,C/o Rajaka Sangam Community Hall at Keesulathapally (v) Pegadapally (m) in Jagitial dist,2024-07-09,500000.0,2024-09-26
3893,Normal/Others,C/o Mudiraj Sangam Community Hall at Keesulatapally (v) Pegadapally (m) in Jagtial Dist,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,C/o Mudiraj Sangam Community Hall at Keesulatapally (v) Pegadapally (m) in Jagtial Dist,2024-07-09,500000.0,2024-09-26
3894,Normal/Others,C/o Peruka Sangham Community Hall at Muthunur (v) Velgatur (m),Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,C/o Peruka Sangham Community Hall at Muthunur (v) Velgatur (m),2024-07-09,499226.0,2024-09-24
3895,Normal/Others,C/o Gowda Sangam Community Hall at Rayapatnam (v) Dharmapuri (m),Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,C/o Gowda Sangam Community Hall at Rayapatnam (v) Dharmapuri (m),2024-07-09,500000.0,2024-09-24
3896,Normal/Others,"Gram Panchayat Simariya, Janpad Panchayat Dhimarkheda me main road se Girani Choudhary ke ghar ki aor CC Road nirman kary, Katni",Madhya Pradesh,KATNI(District Collector Katni_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Simariya, Janpad Panchayat Dhimarkheda me main road se Girani Choudhary ke ghar ki aor CC Road nirman kary, Katni",2024-03-07,300000.0,2024-03-14
3897,Normal/Others,"Shaskiya Chandra Vijay Snakottar Mahavidyalaya ward no.1 main Boundrywall (char Diwari) nirman kary, Dindori",Madhya Pradesh,DINDORI(District Collector Dindori_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Shaskiya Chandra Vijay Snakottar Mahavidyalaya ward no.1 main Boundrywall (char Diwari) nirman kary, Dindori",2024-03-07,500000.0,2024-03-13
3898,Normal/Others,Laying of CC Road from S Samma Rao (h) to K.Sadanandham (h) in Arepally (v) Srirampur (m),Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,Laying of CC Road from S Samma Rao (h) to K.Sadanandham (h) in Arepally (v) Srirampur (m),2024-07-09,200000.0,2024-08-29
3899,Normal/Others,Laying of CC Road from Rayamllu (h) to A.Mogili in Arepally (v) in Srirampur (m) Peddaplly Dist,Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,Laying of CC Road from Rayamllu (h) to A.Mogili in Arepally (v) in Srirampur (m) Peddaplly Dist,2024-07-09,200000.0,2024-08-29
3900,Normal/Others,"Ek nag Borewell Khanan, Gate no.4, Patel Mohalla, Subhadra Kumar Chouhan Ward no.32 main Sukku Patel Bade ke pas, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Borewell Khanan, Gate no.4, Patel Mohalla, Subhadra Kumar Chouhan Ward no.32 main Sukku Patel Bade ke pas, Jabalpur",2024-03-07,120000.0,2026-02-02
3901,Normal/Others,Laying of CC Roads from G Rajender (h) to G Sampath and P raghavalu (h) to P Jagan (h)in Arepally (v) Srirampur (m),Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,Laying of CC Roads from G Rajender (h) to G Sampath and P raghavalu (h) to P Jagan (h)in Arepally (v) Srirampur (m),2024-07-09,200000.0,2024-08-29
3902,Normal/Others,Laying of CC Road from Exisiting CC Road to Chintareddy laxma Reddy (h) in Arepally (v) Srirampur (m),Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,Laying of CC Road from Exisiting CC Road to Chintareddy laxma Reddy (h) in Arepally (v) Srirampur (m),2024-07-09,500000.0,2024-08-29
3903,Normal/Others,Formation and Culverts Road from Agaiah fields to Mallial road at Arepally (v) Srirampur (m),Telangana,PEDDAPALLI(District Collector Peddapally_IDA),Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,Formation and Culverts Road from Agaiah fields to Mallial road at Arepally (v) Srirampur (m),2024-07-09,462499.0,2024-08-29
3904,Normal/Others,"Construction of Kunnathchalil-Changaroth Thaze_ Naripatta Up School Road ( Concreting ) Ward 12,13,15 - Naripatta Grama Panchayath, Kozhikode (Dist) (Work Type: General)",Kerala,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),P. T. Usha (2022-28) (2022-2028),Nominated MP,"Construction of Kunnathchalil-Changaroth Thaze_ Naripatta Up School Road ( Concreting ) Ward 12,13,15 - Naripatta Grama Panchayath, Kozhikode (Dist) (Work Type: General)",2024-03-08,1209710.0,2024-03-12
3905,Normal/Others,CC/Interlocking work from Amarnath Gupta's house to Suresh Rajbhar's house in Ward No. 9 of Nagar Panchayat Ratsar.,Uttar Pradesh,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),Neeraj Shekhar (2020-26) (2020-2026),Elected MP,CC/Interlocking work from Amarnath Gupta's house to Suresh Rajbhar's house in Ward No. 9 of Nagar Panchayat Ratsar.,2024-03-09,594060.0,2024-09-17
3906,Normal/Others,"Gram Panchayat Kanjai, Janpad Panchayat Gotegaon main Mukhya Marg se Shantidham ki aur CC Road Nirman, Vidhansabha Gotegaon, Narsinghpur",Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Kanjai, Janpad Panchayat Gotegaon main Mukhya Marg se Shantidham ki aur CC Road Nirman, Vidhansabha Gotegaon, Narsinghpur",2024-03-10,500000.0,2024-03-16
3907,Normal/Others,"Ek nag Borewell Khanan, Sarvey Kramank 391, Gram Nagdi, Gram Panchayat Neeman, Janpad Panchayat Jaora, Vidhansabha Alot, Ratlam (mention in letter no. 2505 at column no. 2)",Madhya Pradesh,RATLAM(District Collector Ratlam_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Ek nag Borewell Khanan, Sarvey Kramank 391, Gram Nagdi, Gram Panchayat Neeman, Janpad Panchayat Jaora, Vidhansabha Alot, Ratlam (mention in letter no. 2505 at column no. 2)",2024-03-10,250000.0,2024-03-15
3908,Normal/Others,"Gram panchayat Bisankheda, janpad Panchayat Raghogarh, Jila Guna Vidhansabha chachoda ke gram Laxamanpura ke Banjara Basti main CC Road Nirman, Guna",Madhya Pradesh,GUNA(District Collector Guna_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram panchayat Bisankheda, janpad Panchayat Raghogarh, Jila Guna Vidhansabha chachoda ke gram Laxamanpura ke Banjara Basti main CC Road Nirman, Guna",2024-03-10,500000.0,2024-07-11
3909,Normal/Others,Regarding development of Park and volleyball Ground in Village.,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding development of Park and volleyball Ground in Village.,2024-03-10,200000.0,2024-03-15
3910,Normal/Others,Regarding to purchase gym equipment for village in open Park. (Nigam Jalandhar.),Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding to purchase gym equipment for village in open Park. (Nigam Jalandhar.),2024-03-10,186473.0,2024-03-15
3911,Normal/Others,Regarding repairing the broken floor (flooring) of the bus stand. village Jandiala. Block Rurkan Kalan.,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding repairing the broken floor (flooring) of the bus stand. village Jandiala. Block Rurkan Kalan.,2024-03-10,300000.0,2024-03-15
3912,Normal/Others,Regarding to purchase gym equipment for village Dhinna Jalandhar Cantt.,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding to purchase gym equipment for village Dhinna Jalandhar Cantt.,2024-03-10,188581.0,2024-08-30
3913,Normal/Others,To complete the incomplete construction work of the SC crematorium of the village Jandiala (Ct) Block Rurkan Kalan,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,To complete the incomplete construction work of the SC crematorium of the village Jandiala (Ct) Block Rurkan Kalan,2024-03-10,200000.0,2024-03-15
3914,Normal/Others,Vikash khand Mariahu Gram Parasath Me Ambika Prasad Pathak Ke Ghar Ke Nikat 25 KVA ka Transaformar Ke sath Vidhutikaran Ka Karya Mibile no 9911706135,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Seema Dwivedi (2020-26) (2020-2026),Elected MP,Vikash khand Mariahu Gram Parasath Me Ambika Prasad Pathak Ke Ghar Ke Nikat 25 KVA ka Transaformar Ke sath Vidhutikaran Ka Karya Mibile no 9911706135,2024-03-11,126900.0,2024-03-16
3915,Normal/Others,"Purchase of School Bus for Dr.Rajendra Prasad Memorial L.P School, (SCHOOL CODE: 30543) Nedumkandam Edu.Sub Dist, Ward-3, Chottupara (PO), Karunapuram GP, Thookkupalam, , Idukki -685552",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),P. T. Usha (2022-28) (2022-2028),Nominated MP,"Purchase of School Bus for Dr.Rajendra Prasad Memorial L.P School, (SCHOOL CODE: 30543) Nedumkandam Edu.Sub Dist, Ward-3, Chottupara (PO), Karunapuram GP, Thookkupalam, , Idukki -685552",2024-03-11,2343492.0,2024-12-04
3916,Normal/Others,"Construction of Class Rooms (Addl Building)in Hindu Nadar Middle school in kadayalurity village in serndamaram Panchayat of Meelaneelithanallur Panchayat Union, Tenkasi",Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Class Rooms (Addl Building)in Hindu Nadar Middle school in kadayalurity village in serndamaram Panchayat of Meelaneelithanallur Panchayat Union, Tenkasi",2024-03-15,3295761.0,2024-10-22
3917,Normal/Others,"Construction of Noon Meal Centre at Mavilathouppu Nadar Middle school, Keelakkarai, Ramnad",Tamil Nadu,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Noon Meal Centre at Mavilathouppu Nadar Middle school, Keelakkarai, Ramnad",2024-03-15,764393.0,2024-08-16
3918,Normal/Others,"Construction of Bus shelter at Govt Medical College Road, Siluvampatty panchayat, Namakkal",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Bus shelter at Govt Medical College Road, Siluvampatty panchayat, Namakkal",2024-03-15,1355000.0,2024-06-11
3919,Normal/Others,"Construction of 16 Rooms at Yamuna Hostel First Floor, Veterinary college hospital and Research centre, Namakkal",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of 16 Rooms at Yamuna Hostel First Floor, Veterinary college hospital and Research centre, Namakkal",2024-03-15,7250216.0,2024-06-11
3920,Normal/Others,"Construction of compound wall at East side, Namakkal district consumer court",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of compound wall at East side, Namakkal district consumer court",2024-03-15,599142.0,2024-06-11
3921,Normal/Others,"Construction of PD Shop at Kothamangalam village, Kabilarmalai, Namakkal",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of PD Shop at Kothamangalam village, Kabilarmalai, Namakkal",2024-03-15,1344326.0,2024-06-11
3922,Normal/Others,"Construction of Bus Shelter at Belukuruchi panchyat, Sendamangalam, Namakkal",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Bus Shelter at Belukuruchi panchyat, Sendamangalam, Namakkal",2024-03-15,599940.0,2024-06-11
3923,Normal/Others,"Construction of PD Shop at Periyappatty, survey no.64/110, Namakkal Municipality,",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of PD Shop at Periyappatty, survey no.64/110, Namakkal Municipality,",2024-03-15,1400000.0,2024-06-11
3924,Normal/Others,"Construction of In Patient cattle shed and farmer resting shed in North western area of Veterinary college and Research Institute New hospital campus, Lattuvadi, Namakkal",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of In Patient cattle shed and farmer resting shed in North western area of Veterinary college and Research Institute New hospital campus, Lattuvadi, Namakkal",2024-03-15,898726.0,2024-06-11
3925,Normal/Others,"Construction of sheep and goat shed and infectious animal shed in the New hospital campus of Veterinary college and Research Institute, Lathuvadi campus",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of sheep and goat shed and infectious animal shed in the New hospital campus of Veterinary college and Research Institute, Lathuvadi campus",2024-03-15,516948.0,2024-06-11
3926,Normal/Others,"Installation of Reverse Osmosis Plant 2000LPH at Mangalapuram Panchayat, Namagripet block",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Installation of Reverse Osmosis Plant 2000LPH at Mangalapuram Panchayat, Namagripet block",2024-03-15,690000.0,2024-06-11
3927,Normal/Others,"Construction of Community hall at villipalayam Panchayat, Paramathi block",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Community hall at villipalayam Panchayat, Paramathi block",2024-03-15,743888.0,2024-06-11
3928,Normal/Others,"Gram Panchayat Damila, Janpad Panchayat Berasia ke gram Damila ke Khedlitola main Mukhay Marg se Gaon ki aor CC Road Nirman, Bhopal",Madhya Pradesh,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Damila, Janpad Panchayat Berasia ke gram Damila ke Khedlitola main Mukhay Marg se Gaon ki aor CC Road Nirman, Bhopal",2024-03-11,300000.0,2024-03-15
3929,Normal/Others,"Gram Panchayat Ramgarha, Janpad Panchayat Berasia ke gram Ramgarha main Mandir ke pas se Gaon ki aur CC Road, Nirman, Bhopal",Madhya Pradesh,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Ramgarha, Janpad Panchayat Berasia ke gram Ramgarha main Mandir ke pas se Gaon ki aur CC Road, Nirman, Bhopal",2024-03-11,300000.0,2024-03-15
3930,Normal/Others,"Gram Indra, Gram Panchayat Bairagi, Janpad Panchayat Jabalpur main Dumarilal ke ghar se Samudayik Bhavan ki aor CC Road Nirman, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Indra, Gram Panchayat Bairagi, Janpad Panchayat Jabalpur main Dumarilal ke ghar se Samudayik Bhavan ki aor CC Road Nirman, Jabalpur",2024-03-15,600000.0,2024-07-08
3931,Normal/Others,CC/Interlocking work from Krishna Chauhan's house to Shiv Temple in Gram Panchayat Muhammadpur Kusum.,Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),Neeraj Shekhar (2020-26) (2020-2026),Elected MP,CC/Interlocking work from Krishna Chauhan's house to Shiv Temple in Gram Panchayat Muhammadpur Kusum.,2024-03-12,900000.0,2024-09-24
3932,Normal/Others,For Laying Interlocks on paths and boundary wall surrounding park in village Memorial Park.,Punjab,MOGA(Deputy Commissioner Moga),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,For Laying Interlocks on paths and boundary wall surrounding park in village Memorial Park.,2024-03-12,500000.0,2024-03-13
3933,Normal/Others,To install interlock on roads in village streets and to pave unpaved drains,Punjab,MOGA(Deputy Commissioner Moga),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,To install interlock on roads in village streets and to pave unpaved drains,2024-03-12,1800000.0,2024-03-13
3934,Normal/Others,"Construction of Drain RCC Slab at near Keelanilakkottai PUE School, Pudunilavayal panchayat, Pudukottai",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Construction of Drain RCC Slab at near Keelanilakkottai PUE School, Pudunilavayal panchayat, Pudukottai",2024-03-15,1021837.0,2024-06-11
3935,Normal/Others,"Providing BT Road at Pudunilapatty Keela street pirivu road to ayyan oorani via mayankkarai road Pudunilavayal panchayat, Pudukottai",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Providing BT Road at Pudunilapatty Keela street pirivu road to ayyan oorani via mayankkarai road Pudunilavayal panchayat, Pudukottai",2024-03-15,1285203.0,2024-06-11
3936,Normal/Others,"Providing BT Road at pudunilaipatty ambalakkara street, Pudunilavayal panchayat, arimalam union pudukottai",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Providing BT Road at pudunilaipatty ambalakkara street, Pudunilavayal panchayat, arimalam union pudukottai",2024-03-15,1258874.0,2024-06-11
3937,Normal/Others,"Providing RO Plant 100 LPH for admin building Arignar Anna Govt. Arts College, Mohanur union",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Providing RO Plant 100 LPH for admin building Arignar Anna Govt. Arts College, Mohanur union",2024-03-15,392000.0,2024-06-11
3938,Normal/Others,"Drilling of New borewell and supply and erection of Submergible motor with accessories at Ondikadi Kalaignar Nagar, Eswaramoorthipalayam, Namagripet Block",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,"Drilling of New borewell and supply and erection of Submergible motor with accessories at Ondikadi Kalaignar Nagar, Eswaramoorthipalayam, Namagripet Block",2024-03-15,513352.0,2024-06-11
3939,Normal/Others,Construction of waiting shed at burial ground. Mohanur TP,Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,Construction of waiting shed at burial ground. Mohanur TP,2024-03-15,800000.0,2024-06-11
3940,Normal/Others,Construction of Steps at burial ground Mohanur TP,Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,Construction of Steps at burial ground Mohanur TP,2024-03-15,222000.0,2024-06-11
3941,Normal/Others,Construction of Construction of 50 meter wall along the side of the road from Sangam Vihar Pulia to Mukandi Imrati jansewa nyas Trust.,Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,Construction of Construction of 50 meter wall along the side of the road from Sangam Vihar Pulia to Mukandi Imrati jansewa nyas Trust.,2024-03-12,272659.0,
3942,Normal/Others,Grant for construction of library hall. in village,Punjab,BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Grant for construction of library hall. in village,2024-03-13,500000.0,2024-07-19
3943,Normal/Others,For Laying Interlocks on paths and boundary wall surrounding park.,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,For Laying Interlocks on paths and boundary wall surrounding park.,2024-03-13,300000.0,2024-10-24
3944,Normal/Others,"Grant of MPLAD Funds for rupees 40 lakhs for Fixtures, Machinery, Equipments for educational purposes in ITI Manakpur Sharif",Punjab,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,"Grant of MPLAD Funds for rupees 40 lakhs for Fixtures, Machinery, Equipments for educational purposes in ITI Manakpur Sharif",2024-03-13,535423.74,2024-03-16
3945,Normal/Others,GRAM PANCHAYAT MALHPUR BHAWANI MEIN KUWARPAL KE MAKAN SE JANSEWA KENDRA WALI GALI MEIN PUNJABI KE MAKAN TAK INTERLOCKING AND NALI WORKS. LENGTH. 80 MTRS. COST 5 LAC.,Uttar Pradesh,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Javed Ali Khan (2022-28) (2022-2028),Elected MP,GRAM PANCHAYAT MALHPUR BHAWANI MEIN KUWARPAL KE MAKAN SE JANSEWA KENDRA WALI GALI MEIN PUNJABI KE MAKAN TAK INTERLOCKING AND NALI WORKS. LENGTH. 80 MTRS. COST 5 LAC.,2024-03-13,500000.0,2024-08-13
3946,Normal/Others,"Construction of classrooms in Mohd. Yaseen Inter College, Kewal pur, Bharat Ganj, Manda, Prayagraj.",Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),Javed Ali Khan (2022-28) (2022-2028),Elected MP,"Construction of classrooms in Mohd. Yaseen Inter College, Kewal pur, Bharat Ganj, Manda, Prayagraj.",2024-03-13,500000.0,2024-08-02
3947,Normal/Others,"Various Development work to be carried out on the heritage street of Sri Darbar Sahib, Amritsar. MPLAD grant of rupees One crore Fifty lakh Sixty thousand, Eight Hundred Six only",Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Vikramjit Singh Sahney (2022-28) (2022-2028),Elected MP,"Various Development work to be carried out on the heritage street of Sri Darbar Sahib, Amritsar. MPLAD grant of rupees One crore Fifty lakh Sixty thousand, Eight Hundred Six only",2024-03-13,15060806.0,2024-08-07
3948,Normal/Others,"????? 174-???? ????????, ???? ?? ???????? ?????????? ????? ????? ???? ????? ???? ?? ?????????? ???",Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Dinesh Sharma (2023-26) (2023-2026),Elected MP,"????? 174-???? ????????, ???? ?? ???????? ?????????? ????? ????? ???? ????? ???? ?? ?????????? ???",2024-03-13,3894000.0,2024-03-16
3949,Normal/Others,For laying sewerage and drainage of dirty water in the village.,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,For laying sewerage and drainage of dirty water in the village.,2024-03-14,1200000.0,2024-09-09
3950,Normal/Others,Vikash Khand Karnjakla Gram khateerpur Bhainsa Me Pshuwo Ke Liye Aasrya Asthal ka Nirman Karya sampark Sutra 9473693398 / 9451007728,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Seema Dwivedi (2020-26) (2020-2026),Elected MP,Vikash Khand Karnjakla Gram khateerpur Bhainsa Me Pshuwo Ke Liye Aasrya Asthal ka Nirman Karya sampark Sutra 9473693398 / 9451007728,2024-03-14,978636.0,2024-06-29
3951,Normal/Others,"Construction of BUS STAND, Washrooms and Park in village Sandhwan.",Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,"Construction of BUS STAND, Washrooms and Park in village Sandhwan.",2024-03-14,100000.0,2024-08-02
3952,Normal/Others,Kunwar Hariwansh Singh Narshing And Paramedical Collage Gram JagannathPatti Jagadishpur Jaunpur Ke Parishar Ke Upar Se Ja Rhi 33KV Line Jalalpur Ko Vijali VItran Awsarchana Me Sudhar / Visthapit Karne Hetu Karya,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Seema Dwivedi (2020-26) (2020-2026),Elected MP,Kunwar Hariwansh Singh Narshing And Paramedical Collage Gram JagannathPatti Jagadishpur Jaunpur Ke Parishar Ke Upar Se Ja Rhi 33KV Line Jalalpur Ko Vijali VItran Awsarchana Me Sudhar / Visthapit Karne Hetu Karya,2024-03-14,1332711.0,2024-06-29
3953,Normal/Others,"C/o of additional Room/Hall at Prem Public Sr. Sec. School Theog, Ward No.03, District Shimla (Executing Agency, BDO Theog)",Himachal Pradesh,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,"C/o of additional Room/Hall at Prem Public Sr. Sec. School Theog, Ward No.03, District Shimla (Executing Agency, BDO Theog)",2024-03-14,200000.0,2024-08-20
3954,Normal/Others,Bisfi prakhand ke rathaus panchayat ke gram sibaul me sunil ke ghar se paschim wali nadi me puliya ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Bisfi prakhand ke rathaus panchayat ke gram sibaul me sunil ke ghar se paschim wali nadi me puliya ka nirman,2024-03-14,1399959.0,2024-07-04
3955,Normal/Others,Bisfi prakhand ke simri me madarsa akhlakiya me 2 room ke bhawan ka nirman,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Faiyaz Ahmad (2022-28) (2022-2028),Elected MP,Bisfi prakhand ke simri me madarsa akhlakiya me 2 room ke bhawan ka nirman,2024-03-14,1304487.0,2024-10-07
